id,id_grupo,categoria,info_9,tipo_producto,titulo,pais,ano,autores,tipologia
00146,009,Libros publicados,,Libro resultado de investigación,Fundamnetos Conceptuales Y Metodològicos Para La Construcciòn De Cultura Ambiental,Colombia,2007,MERY RAQUEL CARDONA OVIEDO,1
00147,009,Libros publicados,,Libro resultado de investigación,Apartadences,Colombia,2007,VICTOR TERAN REALES,1
00148,009,Libros publicados,,Libro resultado de investigación,Fundamnetos Conceptuales Y Metodològicos Para La Construcciòn De Cultura Ambiental,Colombia,2007,VICTOR TERAN REALES,1
00149,009,Libros publicados,,Libro resultado de investigación,Apartadences,Colombia,2007,"MERY RAQUEL CARDONA OVIEDO, VICTOR TERAN REALES",1
00150,009,Libros publicados,,Libro resultado de investigación,Proyecto De Cultura Ambiental Caec,Colombia,2007,VICTOR TERAN REALES,1
00151,009,Libros publicados,,Libro resultado de investigación,Proyecto De Cultura Ambiental Caec,Colombia,2007,VICTOR TERAN REALES,1
00152,009,Libros publicados,,Libro resultado de investigación,Proyecto De Cultura Ambiental Caec,Colombia,2006,VICTOR TERAN REALES,1
00153,009,Libros publicados,,Libro resultado de investigación,Fundamnetos Conceptuales Y Metodològicos Para La Construcciòn De Cultura Ambiental,Colombia,2006,VICTOR TERAN REALES,1
00154,009,Libros publicados,,Libro resultado de investigación,Dinamicas De Las Familias Desplazadas Por La Violencia Social En Monteria,Colombia,2005,JOAQUIN JOSE ROJANO DE LA HOZ,1
00155,009,Libros publicados,,Libro resultado de investigación,Dinamicas De Las Familias Desplazadas Por La Violencia Social En Monteria,Colombia,2005,AMAURY DE JESUS ROMERO BALLESTEROS,1
00156,009,Libros publicados,,Libro resultado de investigación,Proyecto De Cultura Ambiental Caec,Colombia,2005,MERY RAQUEL CARDONA OVIEDO,1
00157,009,Libros publicados,,Libro resultado de investigación,Dinamicas De Las Familias Desplazadas Por La Violencia Social En Monteria,Colombia,2005,"VICTOR TERAN REALES, AMAURY ROMERO, LUCILA SOTTER MERCADO, REGINA PENICHE CARDENAS, JOAQUIN ROJANO DE LA HOZ",1
00158,009,Libros publicados,,Libro resultado de investigación,Dinamicas De Las Familias Desplazadas Por La Violencia Social En Monteria,Colombia,2005,"VICTOR TERAN REALES, AMAURY ROMERO, LUCILA SOTTER MERCADO, REGINA PENICHE CARDENAS, JOAQUIN ROJANO DE LA HOZ",1
00159,009,Libros publicados,,Libro resultado de investigación,Dinamicas De Las Familias Desplazadas Por La Violencia Social En Monteria,Colombia,2005,"VICTOR TERAN REALES, AMAURY ROMERO, LUCILA SOTTER MERCADO, REGINA PENICHE CARDENAS, JOAQUIN ROJANO DE LA HOZ",1
00160,009,Libros publicados,,Libro resultado de investigación,Dinamicas De Las Familias Desplazadas Por La Violencia Social En Monteria,Colombia,2004,LUCILA SOTTER MERCADO,1
00161,009,Libros publicados,,Libro resultado de investigación,ESTILOS DE APRENDIZAJE DE LOS ESTUDIANTES DE LOS PRIMEROS SEMSTRES DE LA CORPORACIÒN UNIVERSITARIA DEL SINU.,Colombia,2003,LUZ BRUNAL DE PETRO,1
00162,009,Libros publicados,,Libro resultado de investigación,Laboratorio Internacional de Ciencias Sociales - De la violencia a la no violencia,Colombia,2003,"FABIAN EDUARDO MARTINEZ GIRALDO, FRAY ARTURO CALLE RESTREPO, JOSE VITALINO ECHEVERRI H, DIEGO ALEJANDRO MUNOZ, FEDERICO BURGOS ACEVEDO, CARLOS DARIO PATINO, LUZ AMANDA ZAPATA D, FRANCISCO ARIAS",1
00163,009,Libros publicados,,Libro resultado de investigación,Investigación En El Aula,Colombia,2000,JOAQUIN JOSE ROJANO DE LA HOZ,1
00164,009,Libros publicados,,Libro resultado de investigación,Los Travestis Iconoclastas de Género,Colombia,1995,"FABIAN EDUARDO MARTINEZ GIRALDO, BLANCA VALLE ZAPATA, NOELBA CORREA RUIZ",1
00165,010,Libros publicados,,Libro resultado de investigación,"ciberbullying,salud y afrontamiento en estudiantes: el caso de dos universidades",Colombia,2019,"BENILDA LAYNE BERNAL, PEDRO ALVAREZ MASSI, JOSE FERNANDO LUQUE MANRIQUE",1
00166,010,Libros publicados,,Libro resultado de investigación,Adolescencia y familia La transformación de la familia colombiana y su incidencia en los adolescentes,Colombia,2018,"NORMAN DARIO MORENO CARMONA, VIVIANA CARMENZA AVILA NAVARRETE, PAULJAVIER BEDOYA PASTRANA",1
00167,010,Libros publicados,,Libro resultado de investigación,"Narrando paz ando - Iniciativas exitosas de paz en Cundianamarca, Boyacá y Antioquia 2005-2013",Colombia,2018,"SANDRA LUZ CASTRO LESMES, MARIELA INES SANCHEZ CARDONA",1
00168,010,Libros publicados,,Libro resultado de investigación,El Suicidio: Cuatro Perspectivas,Colombia,2015,BENILDA LAYNE BERNAL,1
00169,010,Libros publicados,,Libro resultado de investigación,"Saberes, actores y escenarios de la Licenciatura en Pedagogía Reeducativa (1984 a 2008)",Colombia,2008,NOHORA PATRICIA ARIZA HERNANDEZ,1
00170,010,Libros publicados,,Libro resultado de investigación,De Los Maestros Su Semilla,Colombia,2006,MARITZA LAYNE BERNAL,1
00171,010,Libros publicados,,Libro resultado de investigación,Habitantes de la Calle en Bogotá-Representaciones sociales sobre espacio público y ciudadanía,Colombia,2005,"SANDRA LUZ CASTRO LESMES, WILSON MELLIZO, MAGDA MORALES SANCHEZ",1
00172,011,Libros publicados,,Libro resultado de investigación,Estudios en neurociencias cognitivas aplicadas,Colombia,2026,"DUBIS MARCELA RINCON BARRETO, CESAR ANDRES CARMONA CARDONA, LEIDYS HELENA RIVERA QUIROZ, CATALINA QUINTERO LOPEZ",1
00173,011,Libros publicados,,Libro resultado de investigación,Del desafío a la oportunidad: brecha digital y formación en el Trabajo Social,Colombia,2025,"ANGELA JOHANA VARGAS HERNANDEZ, LEIDYS HELENA RIVERA QUIROZ",1
00174,011,Libros publicados,,Libro resultado de investigación,Agresión en adolescentes infractores,Colombia,2025,LEIDYS HELENA RIVERA QUIROZ,1
00175,011,Libros publicados,"Autores: DUBIS MARCELA RINCON BARRETO, LUISA FERNANDA CORREA PEREZ, ERIKA PATRICIA RUIZ GONZALEZ, MARTHA NEREIDA MUNOZ ARGEL, LEONARDO ACOSTA FERNANDEZ",Libro resultado de investigación,"Las conductas prosociales y las conductas agresivas en perspectiva hacia la transformación psicosocial del adolescente, un estudio en el departamento de Córdoba, Colombia",Colombia,2024,,1
00176,011,Libros publicados,,Libro resultado de investigación,Estrategias de intervención y posvención del comportamiento suicida,Colombia,2022,"DAVID IGNACIO MOLINA VELASQUEZ, JHOEEN SNEYDER ROJAS DIAZ, MARCOS FIDEL VEGA SENA, JOHN JAIRO GARCIA PENA, SANDRA ISABEL MEJIA ZAPATA, GLORIA CECILIA CARDONA RIOS, ELIZA KRATC GIL, ANGEL AUGUSTO VIZCAYA CASTILLO, OMAR AUGUSTO AMADOR SANCHEZ, MARIA VICTORIA RESTREPO TOBON",1
00177,011,Libros publicados,,Libro resultado de investigación,El suicidio. Una mirada integral e integradora,Colombia,2020,"MARIA VICTORIA RESTREPO TOBON, ANGEL AUGUSTO VIZCAYA CASTILLO, ELIZA KRATC GIL, JHOEEN SNEYDER ROJAS DIAZ, SANDRA ISABEL MEJIA ZAPATA, GLORIA CECILIA CARDONA RIOS, DAVID IGNACIO MOLINA VELASQUEZ, OMAR AUGUSTO AMADOR SANCHEZ, ANA LUCIA CEBALLOS DUQUE, JOHN JAIRO GARCIA PENA, MARCOS VEGA SENA, DIEGO LEON CARVAJAL SERNA",1
00178,011,Libros publicados,,Libro resultado de investigación,Problemáticas psicosociales en el ámbito universitario y programas de prevención,Colombia,2017,"GUSTAVO ADOLFO CALDERON VALLEJO, GUILLERMO ALONSO CASTANO, CAROLINA MONTOYA MONTOYA",1
00179,011,Libros publicados,,Libro resultado de investigación,Las representaciones sociales de los profesionales que intervienen las adicciones no químicas en el Valle de Aburrá,Colombia,2016,GUSTAVO ADOLFO CALDERON VALLEJO,1
00180,011,Libros publicados,,Libro resultado de investigación,CONSUMO DE DROGAS Y LUDOPATÍA EN EL MUNICIPIO DE ENVIGADO,Colombia,2015,"GUILLERMO ALONSO CASTANO PEREZ, CESAR AUGUSTO JARAMILLO",1
00181,011,Libros publicados,,Libro resultado de investigación,"Barras Bravas En El Futbol, Consumo De Drogas Y Comportamientos Violentos. El Caso De La Ciudad De Medellin.",Colombia,2014,"SANDRA MILENA RESTREPO ESCOBAR, GUILLERMO ALONSO CASTANO PEREZ, NICOLAS IGNACIO URIBE ARAMBURO",1
00182,011,Libros publicados,,Libro resultado de investigación,Adolescencia Sexo Y Consumo De Drogas,Colombia,2013,"GUILLERMO ALONSO CASTANO PEREZ, EDUARDO ARANGO, SANTIAGO MORALES MESA, MARIA CAROLINA MONTOYA MONTOYA, ALEXANDER RODRIGUEZ BUSTAMANTE",1
00183,011,Libros publicados,,Libro resultado de investigación,"Fundamentos De Medicina: Adicciones, Aspectos Clínicos Y Psicosociales, Tratamiento Y Prevencion",Colombia,2013,"CESAR AUGUSTO JARAMILLO JARAMILLO, ELVIA VELASQUEZ DE PABON",1
00184,011,Libros publicados,,Libro resultado de investigación,"Prevalencia De Consum,Riesgode Adicción A Sustancia Psicoactivas Y Aficción Ajuegos De Azar En Estudiante Universitarios Del Valle De Aburrá 2009",Colombia,2012,"GUILLERMO ALONSO CASTANO PEREZ, GUSTAVO ADOLFO CALDERON VALLEJO, ANGELA MARIA CARDONA SEGURA, CAROLINA MONTOYA MONTOYA, ANGELA MARIA PARRA BASTIDAS, JAIME EDUARDO ORDONEZ MOLINA",1
00185,011,Libros publicados,,Libro resultado de investigación,La Ludopatía: Una Dependencia No Química De Cuidado,Colombia,2010,GUSTAVO ADOLFO CALDERON VALLEJO,1
00186,011,Libros publicados,,Libro resultado de investigación,La Ludopatía: Una Dependencia No Química De Cuidado,Colombia,2010,"GUILLERMO ALONSO CASTANO PEREZ, GUSTAVO ADOLFO CALDERON VALLEJO, ADELAIDA STORTI",1
00187,011,Libros publicados,,Libro resultado de investigación,La Seducción Publicitaria Para El Consumo De Licor En Medellín,Colombia,2007,"GUSTAVO CALDERON VALLEJO, VICTOR VILLA MEJIA, GUILLERMO ALONSO CASTANO PEREZ",1
00188,011,Libros publicados,,Libro resultado de investigación,Desplazados Por La Violencia En Colombia. La Visibilizacion De Los Mas Vulnerables. Sistematización Y Evaluación De Una Experiencia De Intervención Con Familias Desplazadas Por La Violencia En La Ciudad De Medellín.,Colombia,2007,GUILLERMO ALONSO CASTANO PEREZ,1
00189,011,Libros publicados,,Libro resultado de investigación,La Seducción Publicitaria Para El Consumo De Licor En Medellín,Colombia,2007,"GUSTAVO ADOLFO CALDERON VALLEJO, VICTOR VILLA MEJIA, GUILLERMO ALONSO CASTANO PEREZ",1
00190,011,Libros publicados,,Libro resultado de investigación,Investigacion Sobre Prevencion De Las Drogodependencias En Colombia Estado Del Arte,Colombia,2006,"GUILLERMO ALONSO CASTANO PEREZ, GUSTAVO ADOLFO CALDERON VALLEJO, ANGELA MARIA PARRA BASTIDAS",1
00191,011,Libros publicados,,Libro resultado de investigación,Investigacion Sobre Prevencion De Las Drogodependencias En Colombia Estado Del Arte,Colombia,2006,"GUSTAVO ADOLFO CALDERON VALLEJO, GUILLERMO ALONSO CASTANO PEREZ, ANGELA MARIA PARRA",1
00192,011,Libros publicados,,Libro resultado de investigación,Socialización Familiar De Las Prácticas Y Valores De Convivencia En Medellín Desde Los Años Ochenta,Colombia,2001,GUSTAVO ADOLFO CALDERON VALLEJO,1
00193,011,Libros publicados,,Libro resultado de investigación,Socialización Familiar de Practicas y Valores de Convivencia en Medellí desde los años 80´s,Colombia,2001,"GUSTAVO ADOLFO CALDERON VALLEJO, CLAUDIA VELEZ DE LA CALLE",1
00194,011,Libros publicados,,Libro resultado de investigación,Problemas tecnológicos en las Unidades de Producción en Medellín y el área Metropolitana,Colombia,2001,"GUSTAVO ADOLFO CALDERON VALLEJO, MIRIAM MEJIA GARCES, CARLOS ROMAN MALDONADO",1
00195,011,Libros publicados,,Libro resultado de investigación,La organización interna de la familia en Medellín y su Area Metropolitana 1997,Colombia,2000,"GUSTAVO ADOLFO CALDERON VALLEJO, PATRICIA ELENA RAMIREZ ARBOLEDA",1
00196,012,Libros publicados,,Libro resultado de investigación,Construcción de paz y conflicto armado: Reflexiones desde el derecho y la publicidad,Colombia,2026,"CARLOS MARIO BERRIO MENESES, JORGE ANDRES RICO ZAPATA, JIMENA ISAZA ALVAREZ, DANIELA MONTOYA GARCIA, MARIA FERNANDA ARIAS RAMIREZ, PAOLA ANDREA CARMONA TORO, RICHARD STIVENS MOLINA GOMEZ, ANA MARIA ROLDAN VILLA, ELVIGIA CARDONA ZULETA",1
00197,012,Libros publicados,,Libro resultado de investigación,Estrategias de intervención y posvención del comportamiento suicida,Colombia,2022,MARCOS VEGA SENA,1
00198,012,Libros publicados,,Libro resultado de investigación,Estrategias de intervención y posvención del comportamiento suicida,Colombia,2022,JHOEEN SNEYDER ROJAS DIAZ,1
00199,012,Libros publicados,,Libro resultado de investigación,"Consumo, estilos de vida y clases medias en Medellín",Colombia,2021,JIMENA ISAZA ALVAREZ,1
00200,012,Libros publicados,,Libro resultado de investigación,El suicidio. Una mirada integral e integradora,Colombia,2020,"MARCOS VEGA SENA, ELIZA KRATC GIL, MARIA VICTORIA RESTREPO TOBON, DAVID IGNACIO MOLINA VELASQUEZ, OMAR AUGUSTO AMADOR SANCHEZ, ANA LUCIA CEBALLOS DUQUE, GLORIA CECILIA CARDONA RIOS, DIEGO LEON CARVAJAL SERNA, SANDRA ISABEL MEJIA ZAPATA, JOHN JAIRO GARCIA PENA, ANGEL AUGUSTO VIZCAYA CASTILLO",1
00201,012,Libros publicados,,Libro resultado de investigación,El suicidio. Una mirada integral e integradora,Colombia,2020,"JHOEEN SNEYDER ROJAS DIAZ, MARCOS VEGA SENA, MARIA VICTORIA RESTREPO TOBON, DAVID IGNACIO MOLINA VELASQUEZ, OMAR AUGUSTO AMADOR SANCHEZ, SANDRA ISABEL MEJIA ZAPATA, JOHN JAIRO GARCIA PENA, GLORIA CECILIA CARDONA RIOS, ELIZA KRATC GIL, DIEGO LEON CARVAJAL SERNA, ANGEL AUGUSTO VIZCAYA CASTILLO",1
00202,012,Libros publicados,,Libro resultado de investigación,Hacia el reto de marcas sostenibles,Colombia,2019,"JUAN DIEGO LOPEZ MEDINA, RAFAEL MAURICIO PARIS RESTREPO",1
00203,012,Libros publicados,,Libro resultado de investigación,El secuestro. Un retorno al tiempo primitivo,Colombia,2019,"FERNANDO AQUILES DE LA SANTISI ARANGO NAVARRO, DELIO DAVID ARANGO NAVARRO",1
00204,012,Libros publicados,,Libro resultado de investigación,POPaganda. El fracaso institucional y el triunfo de nadie,Colombia,2019,JUAN DIEGO LOPEZ MEDINA,1
00205,012,Libros publicados,,Libro resultado de investigación,"""Campañas De Prevención De Violencia De Género En Colombia Y España: Un Análisis desde la Psicología Social y la Publicidad Social""",Colombia,2018,"FLORENTINO MORENO MARTIN, JAIME ALBERTO CARMONA PARRA, DIEGO ENRIQUE OCAMPO LOAIZA, ANCIZAR VARGAS LEON, SARA VICTORIA ALVARADO SALGADO",1
00206,012,Libros publicados,,Libro resultado de investigación,"Ciudad Botero. Espacios, oficios y representaciones. Descripción bibliográfica.",Colombia,2016,"FERNANDO AQUILES DE LA SANTISI ARANGO NAVARRO, KATHYA JEMIO ARNEZ, JULIANA LOPEZ LOPEZ",1
00207,012,Libros publicados,,Libro resultado de investigación,Transmedia literacy e intertextualidad,Colombia,2016,"CARLOS SUAREZ QUICENO, EDWIN ANDRES SEPULVEDA CARDONA",1
00208,012,Libros publicados,,Libro resultado de investigación,Manual de gestión de marca para PYMES,Colombia,2015,"RAFAEL VARGAS CANO, LUIS RODRIGO VIANA RUIZ, CARLOS ARANGO LOPERA, LUISA FERNANDA MONTALVO ARROYAVE, RAFAEL MAURICIO PARIS RESTREPO",1
00209,012,Libros publicados,,Libro resultado de investigación,De la caverna al umbral,Colombia,2015,"RAFAEL MAURICIO PARIS RESTREPO, GLORIA MARIA LOPEZ ARBOLEDA",1
00210,012,Libros publicados,,Libro resultado de investigación,Gestión de marca para PYMES,Colombia,2015,"RAFAEL VARGAS CANO, LUIS RODRIGO VIANA RUIZ, RAFAEL MAURICIO PARIS RESTREPO, LUISA FERNANDA MONTALVO ARROYAVE, CARLOS ARANGO LOPERA",1
00211,012,Libros publicados,,Libro resultado de investigación,eBooks interactivos. Diseño y producción,Colombia,2015,"EDWIN ANDRES SEPULVEDA CARDONA, CARLOS SUAREZ QUICENO",1
00212,012,Libros publicados,,Libro resultado de investigación,eBooks interactivos - Versión interactiva,Colombia,2015,"CARLOS SUAREZ QUICENO, EDWIN ANDRES SEPULVEDA CARDONA",1
00213,012,Libros publicados,,Libro resultado de investigación,eBooks interactivos - Versión interactiva,Colombia,2015,"EDWIN ANDRES SEPULVEDA CARDONA, CARLOS SUAREZ QUICENO",1
00214,012,Libros publicados,,Libro resultado de investigación,eBooks interactivos: diseño y producción,Colombia,2015,"CARLOS SUAREZ QUICENO, EDWIN ANDRES SEPULVEDA CARDONA",1
00215,012,Libros publicados,,Libro resultado de investigación,Televisión enlatada. Características ideológicas de los seriados de televisión estadounidense emitidos en Colombia entre 1955 y 1990,Colombia,2014,"FERNANDO AQUILES DE LA SANTISI ARANGO NAVARRO, MARIA CRISTINA LOAIZA PINEDA, ANCIZAR VARGAS LEON",1
00216,012,Libros publicados,,Libro resultado de investigación,Personitas De Colores. Narrativas Icónicas Sobre Valores Y Derechos Fundamentales De Niños Y Niñas Antioqueños Entre Los 5 Y Los 14 Años,Colombia,2012,"NELIDA MARIA MONTOYA RAMIREZ, LIGIA INES ZULUAGA ARIA",1
00217,012,Libros publicados,,Libro resultado de investigación,"Medellín, ciudad fragmentada. Modernidad, comunicación y cultura en la contemporaneidad",Colombia,2008,PAOLO ANTONIO VILLALBA STORTI,1
00218,013,Libros publicados,,Libro resultado de investigación,"Hombres ciegos, ídolos huecos: Fetichismo y alteridad en la crítica de la idolatría del Apocalipsis de Abrahán (Medellín: Fondo Editorial Universidad Católica Luis Amigó, 2023)",Colombia,2023,JUAN SEBASTIAN HERNANDEZ VALENCIA,1
00219,013,Libros publicados,,Libro resultado de investigación,"Propuestas teológicas contemporáneas. Reflexiones bíblicas, eclesiales y contextuales",Colombia,2023,"MANUEL DAVID GOMEZ ERAZO, JONNY ALEXANDER GARCIA ECHEVERRI",1
00220,013,Libros publicados,,Libro resultado de investigación,El cuerpo en la dimensión trágica de la ética psicoanalítica: filosofía y psicoanálisis,Colombia,2022,JORGE IVAN JARAMILLO ZAPATA,1
00221,013,Libros publicados,,Libro resultado de investigación,"La crucifixión en la literatura latinoamericana contemporánea: Hugo Mujica, Raúl Zurita und Pablo Montoya.",Alemania,2021,JUAN ESTEBAN LONDONO BETANCUR,1
00222,013,Libros publicados,,Libro resultado de investigación,"Kreuzesdeutungen in der gegenwärtigen Literatur Lateinamerikas: Hugo Mujica, Raúl Zurita und Pablo Montoya.",Alemania,2021,JUAN ESTEBAN LONDONO BETANCUR,1
00223,013,Libros publicados,,Libro resultado de investigación,Wittgenstein hipertextual,Colombia,2019,DAVID ESTEBAN ZULUAGA MESA,1
00224,013,Libros publicados,,Libro resultado de investigación,Pasividad mística: una perspectiva epistemológica,Colombia,2016,LINA MARCELA DE LA MILAGROSA CADAVID RAMIREZ,1
00225,013,Libros publicados,,Libro resultado de investigación,Teología del deporte,Colombia,2015,JONATHAN ANDRES RUA PENAGOS,1
00226,013,Libros publicados,,Libro resultado de investigación,La Consumación de la Verdad en la Solidaridad: el Neopragmatismo de Richard Rorty,Colombia,2014,JESUS DAVID GIRADO SIERRA,1
00227,013,Libros publicados,,Libro resultado de investigación,"Estudios sobre historia y filosofía de la ciencia: Kuhn, Feyerabend, Lakatos, Fleck y Koyré",Colombia,2014,LINA MARCELA DE LA MILAGROSA CADAVID RAMIREZ,1
00228,013,Libros publicados,,Libro resultado de investigación,Ludwig Wittgenstein: De La Esencia A La Contingencia,Colombia,2013,DAVID ESTEBAN ZULUAGA MESA,1
00229,013,Libros publicados,,Libro resultado de investigación,Organización Y Conocimiento,Colombia,2011,"DAVID ESTEBAN ZULUAGA MESA, CARLOS ANDRES ARISTIZABAL BOTERO, CARLOS MARIO DURANGO YEPES, EDWIN ANDRES SEPULVEDA CARDONA, ELKIN HORACIO QUIROS LIZARAZO, JOSE ENRIQUE ARIAS PEREZ, JUAN ANDRES CARDENAS DORIA, MARIO LEON RESTREPO MUNERA",1
00230,013,Libros publicados,,Libro resultado de investigación,Caracterización De Estrategias Investigativas Caso Aplicado A Grupos De Investigación De La Upb Y La Unalmed,Colombia,2008,"BAYRON LEON OSORIO HERRERA, LUIS HERNANDO ALZATE RAMIREZ",1
00231,014,Libros publicados,,Libro resultado de investigación,Contabilidad ambiental para la sustentabilidad. Lineamientos microcurriculares.,,2026,CANDY LORENA CHAMORRO GONZALEZ,1
00232,014,Libros publicados,,Libro resultado de investigación,METOGOLOGÍA DE LA INVESTIGACIÓN UNA MIRADA GLOBAL EJEMPLOS PRÁCTICOS,Perú,2024,SOL BEATRIZ VELEZ ESCOBAR,1
00233,014,Libros publicados,,Libro resultado de investigación,"Utilidad de la Aplicación de la Gerencia del Valor en las Empresas Sociales del Estado (E.S.E.) del Área Metropolitana de Medellín: Caso Hospital Venancio Díaz Díaz y Hospital Marco Fidel Suárez""",Colombia,2017,"FARLEY SARY ROJAS RESTREPO, JORGE IVAN JIMENEZ SANCHEZ",1
00234,014,Libros publicados,,Libro resultado de investigación,Elementos De Planificación Contable,Colombia,2011,"ELKIN HORACIO QUIROS LIZARAZO, HERNAN CARLOS BUSTAMANTE GARCIA",1
00235,014,Libros publicados,,Libro resultado de investigación,Proceso de consolidación de Capital Social en la ciudad de Medellín en el marco de los enfoques de desarrollo humano y responsabilidad social,Colombia,2009,"ELKIN HORACIO QUIROS LIZARAZO, OLGA LUCIA ARBOLEDA ALVAREZ, ALFREDO MANUEL GHISO COTOS, EDISON FRANCISCO VIVEROS CHAVARRIA",1
00236,014,Libros publicados,,Libro resultado de investigación,"Responsabilidad Social, Organizaciones Y Contabilidad",Colombia,2007,"ELKIN HORACIO QUIROS LIZARAZO, HERNAN CARLOS BUSTAMANTE GARCIA",1
